DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
250304097,1/28/2025 0:00,1/27/2025 0:00,1600,3,Southwest,338,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285
250304099,1/28/2025 0:00,1/27/2025 0:00,1900,3,Southwest,357,1,510,VEHICLE - STOLEN,,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,510,,,,1300 W  35TH                         PL,,34.0237,-118.2977
250204086,1/27/2025 0:00,1/27/2025 0:00,1300,2,Rampart,249,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1817 0421,70,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,300 S  BEAUDRY                      AV,,34.0562,-118.257
250304128,2/4/2025 0:00,1/27/2025 0:00,1600,3,Southwest,338,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285
250404054,1/26/2025 0:00,1/26/2025 0:00,1423,4,Hollenbeck,408,1,310,BURGLARY,1402 0344,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,998,,,3800    ROSEMEAD                     AV,,34.089,-118.1771
250304089,1/27/2025 0:00,1/26/2025 0:00,1600,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3700    MCCLINTOCK                   AV,,34.0197,-118.2905
251404193,1/26/2025 0:00,1/26/2025 0:00,1,14,Pacific,1495,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6100    WESTCHESTER PARKWAY,,33.9526,-118.3893
250304087,1/27/2025 0:00,1/26/2025 0:00,1830,3,Southwest,328,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,108,PARKING LOT,,,IC,Invest Cont,522,,,,3000 S  ROYAL                        ST,,34.0263,-118.2808
250304106,1/30/2025 0:00,1/26/2025 0:00,125,3,Southwest,358,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 W  34TH                         ST,,34.0243,-118.2876
251404201,1/29/2025 0:00,1/26/2025 0:00,630,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    WORLD WY,,33.9455,-118.4
251904062,1/24/2025 0:00,1/24/2025 0:00,1343,19,Mission,1994,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,406,OTHER STORE,,,IC,Invest Cont,745,,,,14500    LANARK                       ST,,34.2184,-118.4547
250504122,1/31/2025 0:00,1/24/2025 0:00,1400,5,Harbor,589,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 1815 1258 2024 0419 0429,13,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700    STEPHEN M WHITE              DR,,33.7108,-118.2862
251904073,1/27/2025 0:00,1/24/2025 0:00,1500,19,Mission,1907,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1602,0,F,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,745,,,,13000    HARDING                      ST,,34.303,-118.421
250404055,1/24/2025 0:00,1/24/2025 0:00,1020,4,Hollenbeck,467,2,624,BATTERY - SIMPLE ASSAULT,0416 0400,18,M,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  MATHEWS                      ST,,34.0401,-118.2107
250104113,1/24/2025 0:00,1/24/2025 0:00,1600,1,Central,192,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258,4,F,H,701,HOSPITAL,,,IC,Invest Cont,237,,,,1400 S  GRAND                        AV,,34.0372,-118.2654
250304116,2/2/2025 0:00,1/24/2025 0:00,2230,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,600    HELLMAN                      WY,,34.0197,-118.2815
251904072,1/27/2025 0:00,1/24/2025 0:00,2230,19,Mission,1966,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1602 0397,36,M,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,341,,,,9300    MOONBEAM                     AV,,34.2399,-118.445
251504149,1/28/2025 0:00,1/24/2025 0:00,1420,15,N Hollywood,1545,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1259 0411,16,F,H,721,HIGH SCHOOL,207,OTHER KNIFE,IC,Invest Cont,230,,,,5200    COLFAX                       AV,,34.1649,-118.3921
251004092,1/25/2025 0:00,1/24/2025 0:00,1240,10,West Valley,1008,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,68,M,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,7600    WOODLEY                      AV,,34.2085,-118.4837
250304107,1/30/2025 0:00,1/23/2025 0:00,1012,3,Southwest,359,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400 S  FIGUEROA                     ST,,34.022,-118.28
250504098,1/30/2025 0:00,1/23/2025 0:00,227,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
250504097,1/30/2025 0:00,1/23/2025 0:00,35,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250304108,1/30/2025 0:00,1/23/2025 0:00,1249,3,Southwest,338,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285
251304075,1/24/2025 0:00,1/22/2025 0:00,1517,13,Newton,1365,2,850,INDECENT EXPOSURE,0529 0528 1251,13,F,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,850,,,,48TH                         ST,ASCOT                        AV,34.0002,-118.25
250504094,1/30/2025 0:00,1/22/2025 0:00,251,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250804132,1/22/2025 0:00,1/22/2025 0:00,1330,8,West LA,834,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501 1822,0,X,X,704,ELEMENTARY SCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,,,,1400    FAIRBURN                     AV,,34.0597,-118.4312
250304075,1/22/2025 0:00,1/22/2025 0:00,1850,3,Southwest,396,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VERNON                       AV,HOOVER                       ST,34.0037,-118.2872
250504103,1/30/2025 0:00,1/22/2025 0:00,308,5,Harbor,559,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600    TERMINAL                     WY,,33.743,-118.2625
250504071,1/21/2025 0:00,1/21/2025 0:00,1200,5,Harbor,564,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PACIFIC                      AV,SANTA CRUZ                   ST,33.7442,-118.2879
250304076,1/22/2025 0:00,1/21/2025 0:00,1900,3,Southwest,358,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,1000    DOWNEY                       WY,,34.0212,-118.2895
251204103,1/22/2025 0:00,1/21/2025 0:00,500,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7800    MCKINLEY                     AV,,33.9685,-118.2608
250804126,1/21/2025 0:00,1/21/2025 0:00,816,8,West LA,853,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0329 1822,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,341,,,,1700    CORINTH                      AV,,34.0448,-118.4484
250504095,1/30/2025 0:00,1/21/2025 0:00,123,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250504096,1/30/2025 0:00,1/20/2025 0:00,1347,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250300001,1/20/2025 0:00,1/20/2025 0:00,1230,3,Southwest,357,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600 S  VERMONT                      AV,,34.0219,-118.2959
250304073,1/21/2025 0:00,1/19/2025 0:00,1719,3,Southwest,325,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,2600 S  CATALINA                     ST,,34.0328,-118.2942
250304065,1/18/2025 0:00,1/18/2025 0:00,1323,3,Southwest,338,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3100 S  HOOVER                       ST,,34.0268,-118.2896
251904060,1/22/2025 0:00,1/18/2025 0:00,1100,19,Mission,1916,1,310,BURGLARY,0344 0329,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,310,,,,13000    BORDEN                       AV,,34.3061,-118.4414
250504099,1/30/2025 0:00,1/17/2025 0:00,38,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
251704066,1/17/2025 0:00,1/17/2025 0:00,1600,17,Devonshire,1774,2,624,BATTERY - SIMPLE ASSAULT,0400 1259 1822 0356,17,M,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9600    ZELZAH                       AV,,34.245,-118.5233
252104053,1/19/2025 0:00,1/17/2025 0:00,1530,21,Topanga,2114,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,W,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,341,,,,22200    ELKWOOD                      ST,,34.2128,-118.6103
250304057,1/16/2025 0:00,1/16/2025 0:00,730,3,Southwest,328,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,3000 S  ROYAL                        ST,,34.0263,-118.2808
251204086,1/16/2025 0:00,1/16/2025 0:00,1200,12,77th Street,1269,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8500    TOWNE                        AV,,33.961,-118.2673
250504072,1/21/2025 0:00,1/16/2025 0:00,2358,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250504070,1/21/2025 0:00,1/16/2025 0:00,2225,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
251804121,2/6/2025 0:00,1/16/2025 0:00,1500,18,Southeast,1822,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,440,,,,400 W  98TH                         ST,,33.9472,-118.2802
250504066,1/21/2025 0:00,1/16/2025 0:00,221,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250304059,1/16/2025 0:00,1/16/2025 0:00,1200,3,Southwest,338,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,522,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285
250504054,1/16/2025 0:00,1/15/2025 0:00,2316,5,Harbor,519,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,O,101,STREET,,,IC,Invest Cont,341,,,,1700 E  PACIFIC COAST                HY,,33.7974,-118.2372
250504100,1/30/2025 0:00,1/15/2025 0:00,2345,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
250504068,1/21/2025 0:00,1/15/2025 0:00,2242,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
250504064,1/21/2025 0:00,1/15/2025 0:00,1713,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGE                 BL,,33.7626,-118.2687
251704062,1/15/2025 0:00,1/15/2025 0:00,750,17,Devonshire,1774,2,850,INDECENT EXPOSURE,0529 0323,17,F,H,108,PARKING LOT,,,IC,Invest Cont,850,,,,9600    ZELZAH                       AV,,34.245,-118.5233
252104040,1/14/2025 0:00,1/14/2025 0:00,1457,21,Topanga,2139,2,624,BATTERY - SIMPLE ASSAULT,0400 0444,12,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7300    WINNETKA                     AV,,34.2035,-118.571
251404080,1/14/2025 0:00,1/14/2025 0:00,15,14,Pacific,1494,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700    WORLD WY,,33.9431,-118.401
250504069,1/21/2025 0:00,1/14/2025 0:00,1955,5,Harbor,523,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,2000    JOHN S GIBSON                BL,,33.7566,-118.2896
251704039,1/14/2025 0:00,1/14/2025 0:00,1600,17,Devonshire,1745,2,624,BATTERY - SIMPLE ASSAULT,0416 1259 2024 0419 0429 0913 1817 1251,16,F,W,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10500    ZELZAH                       AV,,34.2613,-118.5234
250504051,1/14/2025 0:00,1/14/2025 0:00,1250,5,Harbor,509,1,210,ROBBERY,1822 0344 1259,15,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,24300    WESTERN                      AV,,33.8046,-118.3074
250504055,1/13/2025 0:00,1/13/2025 0:00,1430,5,Harbor,563,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1815 1251 1824 0445 1258 0334 0913 0449,13,M,H,720,JUNIOR HIGH SCHOOL,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,,,1500 S  CABRILLO                     AV,,33.7306,-118.2946
250504101,1/30/2025 0:00,1/13/2025 0:00,2205,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
250504131,2/7/2025 0:00,1/8/2025 0:00,700,5,Harbor,559,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,300    TERMINAL                     WY,,33.7408,-118.2678
250904026,1/7/2025 0:00,1/7/2025 0:00,1025,9,Van Nuys,923,2,624,BATTERY - SIMPLE ASSAULT,0416 1259,17,M,A,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6500    CEDROS                       AV,,34.1887,-118.4531
250504024,1/6/2025 0:00,1/3/2025 0:00,1500,5,Harbor,569,1,310,BURGLARY,0344 1300 1402,46,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,2400 S  SIGNAL                       ST,,33.7204,-118.2724
251004112,1/16/2025 0:00,1/2/2025 0:00,800,10,West Valley,1049,2,949,ILLEGAL DUMPING,1822,0,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,949,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
250504005,1/3/2025 0:00,1/2/2025 0:00,2230,5,Harbor,529,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1300    ANCHORAGE                    RD,,33.7668,-118.243
251604004,1/2/2025 0:00,1/2/2025 0:00,1020,16,Foothill,1634,1,648,ARSON,1402 2004,29,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,648,998,,,10900    DRONFIELD                    AV,,34.2707,-118.3943
251104010,1/3/2025 0:00,1/2/2025 0:00,957,11,Northeast,1101,2,624,BATTERY - SIMPLE ASSAULT,416,25,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2300    FERN DELL                    DR,,34.1174,-118.307
250504102,1/30/2025 0:00,1/2/2025 0:00,2257,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,705,SLIPS/DOCK/MARINA/BOAT,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
250304031,1/7/2025 0:00,1/2/2025 0:00,1832,3,Southwest,312,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,24,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5100 W  JEFFERSON                    BL,,34.0255,-118.3549
251404025,1/6/2025 0:00,1/1/2025 0:00,1550,14,Pacific,1495,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6100 W  94TH                         ST,,33.9523,-118.3906
251104034,1/12/2025 0:00,1/1/2025 0:00,2135,11,Northeast,1171,2,354,THEFT OF IDENTITY,100,18,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600    MICHELTORENA                 ST,,34.0899,-118.2743
251204039,1/1/2025 0:00,1/1/2025 0:00,1600,12,77th Street,1258,2,946,OTHER MISCELLANEOUS CRIME,,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,7600 S  BROADWAY,,33.9708,-118.2783
251404027,12/30/2024 0:00,12/30/2024 0:00,2300,14,Pacific,1494,1,761,BRANDISH WEAPON,0334 1419,47,M,H,114,TAXI,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,,,,9600    SKY                          WY,,33.9457,-118.3998
251404034,12/31/2024 0:00,12/30/2024 0:00,2230,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,800    WORLD                        WY,,33.9434,-118.3987
241516179,12/30/2024 0:00,12/30/2024 0:00,1,15,N Hollywood,1522,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1822,0,M,W,101,STREET,,,IC,Invest Cont,330,,,,13000    LEMAY                        ST,,34.1917,-118.4158
240218331,12/30/2024 0:00,12/30/2024 0:00,645,2,Rampart,236,1,330,BURGLARY FROM VEHICLE,1822 1300 1302 0344,37,F,W,101,STREET,,,IC,Invest Cont,330,,,,BONNIE BRAE,BEVERLY,34.0656,-118.2663
251404035,12/30/2024 0:00,12/30/2024 0:00,1720,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,37,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,300    WORLD                        WY,,33.9455,-118.4001
240317263,12/31/2024 0:00,12/30/2024 0:00,1830,3,Southwest,327,1,510,VEHICLE - STOLEN,,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510,,,,1100 W  28TH                         ST,,34.0294,-118.284
241416055,12/30/2024 0:00,12/30/2024 0:00,945,14,Pacific,1494,2,888,TRESPASSING,,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888,,,,200    WORLD                        WY,,33.9455,-118.4003
250704070,1/29/2025 0:00,12/30/2024 0:00,1500,7,Wilshire,719,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0344 0929 0100 0930,54,F,W,602,BANK,,,IC,Invest Cont,649,,,,500 N  LARCHMONT                    BL,,34.079,-118.3236
240412314,12/29/2024 0:00,12/29/2024 0:00,1047,4,Hollenbeck,469,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,3400 E  4TH                          ST,,34.034,-118.1969
240122998,12/29/2024 0:00,12/29/2024 0:00,1605,1,Central,156,2,354,THEFT OF IDENTITY,930,64,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 E  5TH                          ST,,34.0446,-118.245
250604085,12/29/2024 0:00,12/29/2024 0:00,130,6,Hollywood,678,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,0,X,X,108,PARKING LOT,,,IC,Invest Cont,440,,,,5400    SANTA MONICA                 BL,,34.0908,-118.3069
240218333,12/29/2024 0:00,12/29/2024 0:00,1635,2,Rampart,219,1,330,BURGLARY FROM VEHICLE,1822 1300 1609 0329 0352 0344 0342,41,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 W  TEMPLE                       ST,,34.0677,-118.252
251104001,1/1/2025 0:00,12/29/2024 0:00,1250,11,Northeast,1119,1,352,PICKPOCKET,344,51,F,W,402,MARKET,,,IC,Invest Cont,352,,,,1500    COLORADO                     BL,,34.1393,-118.1985
251004010,12/30/2024 0:00,12/29/2024 0:00,2230,10,West Valley,1077,1,330,BURGLARY FROM VEHICLE,1822 0344,24,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,17200    VENTURA                      BL,,34.1605,-118.5076
251104003,1/1/2025 0:00,12/29/2024 0:00,1700,11,Northeast,1132,1,480,BIKE - STOLEN,344,54,M,W,744,HIGH-RISE BUILDING,,,IC,Invest Cont,480,,,,3000    WAVERLY                      DR,,34.1106,-118.2678
240412310,12/29/2024 0:00,12/29/2024 0:00,730,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
252004082,12/29/2024 0:00,12/29/2024 0:00,2005,20,Olympic,2088,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1800    ORCHARD                      AV,,34.0411,-118.2888
242113922,12/29/2024 0:00,12/29/2024 0:00,1947,21,Topanga,2114,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,M,W,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,8200    TOPANGA CANYON               BL,,34.2139,-118.6103
241815508,12/29/2024 0:00,12/29/2024 0:00,130,18,Southeast,1802,1,330,BURGLARY FROM VEHICLE,0344 1822 0329 1307 1302,38,F,B,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,330,,,,BROADWAY,89TH                         ST,33.956,-118.2782
240513489,12/29/2024 0:00,12/29/2024 0:00,30,5,Harbor,587,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1300,66,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,3100 S  PECK                         AV,,33.7161,-118.2916
250104053,12/29/2024 0:00,12/29/2024 0:00,1415,1,Central,142,1,352,PICKPOCKET,344,26,M,W,101,STREET,,,IC,Invest Cont,352,,,,400 S  HOPE                         ST,,34.0522,-118.2538
240713437,12/30/2024 0:00,12/29/2024 0:00,1925,7,Wilshire,724,1,352,PICKPOCKET,346,28,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,352,,,,6300 W  3RD                          ST,,34.0735,-118.3571
251004011,12/29/2024 0:00,12/29/2024 0:00,1352,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
240317250,12/29/2024 0:00,12/29/2024 0:00,1057,3,Southwest,341,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,LA CIENEGA                   BL,OBAMA                        BL,34.0211,-118.3724
250804005,12/29/2024 0:00,12/29/2024 0:00,1230,8,West LA,849,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,24,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,900 S  ROBERTSON                    BL,,34.0594,-118.3836
